id,year,imdb_id,title,rating
213,2004,0366551,Harold and Kumar Go to White Castle,3
258,2004,0347149,Hauru no ugoku shiro (Howl's Moving Castle),3
281,2004,0318627,Resident Evil: Apocalypse,3
342,2004,0360201,Wimbledon,3
349,2004,0380366,Ae Fond Kiss...,2
352,2004,0357413,Anchorman: The Legend of Ron Burgundy,3
472,2004,0377062,Flight of the Phoenix,0
475,2004,0349903,Ocean's Twelve,2
509,2004,0378194,Kill Bill: Vol. 2,3
551,2004,0367631,D.E.B.S.,3
565,2004,0338139,Iron Jawed Angels,3
638,2004,0332375,Saved!,3
682,2004,0346156,Sky Captain and the World of Tomorrow,3
746,2004,0371246,Spanglish,3
750,2004,0365125,A Dirty Shame,3
759,2004,0279967,Mulan II,3
763,2004,0334965,Bring It on Again,3
781,2004,0332280,The Notebook,3
785,2004,0416220,Shimotsuma monogatari (Kamikaze Girls),3
807,2004,0387564,Saw,2
853,2004,0327679,Ella Enchanted,3
868,2004,0414852,Banlieue 13,0
916,2004,0356721,I Heart Huckabees,3
4328,2004,0371835,Ghost Cat,3
933,2004,0388789,Born Into Brothels: Calcutta's Red Light Kids,3
953,2004,0377713,Cube Zero,3
956,2004,0332452,Troy,1
957,2004,0338526,Van Helsing,3
966,2004,0377084,Ladies in Lavender,3
1001,2004,0365748,Shaun of the Dead,3
1021,2004,0368933,The Princess Diaries 2: Royal Engagement,3
1027,2004,0327554,Catwoman,3
1060,2004,0371823,"Mickey, Donald, Goofy: The Three Musketeers",2
1348,2004,0365135,Double Dare,3
1420,2004,0390384,Primer,1
1565,2004,0417349,North and South,3
1205,2004,0343660,50 First Dates,2
1220,2004,0378793,Speak,3
1221,2004,0367462,Say Yes Quickly,3
1131,2004,0327162,The Stepford Wives,3
1148,2004,0405159,Million Dollar Baby,3
1592,2004,0327437,Around the World in 80 Days,1
1096,2004,0385267,In Good Company,1
1461,2004,0375233,Innocence,3
1539,2004,0296572,The Chronicles of Riddick,2
1498,2004,0381668,Tropical Malady,0
1597,2004,0349825,Miracle,1
1084,2004,0406649,A Christmas Carol: The Musical,1
1670,2004,0344510,A Very Long Engagement,3
1731,2004,0316654,Spider-Man 2,1
1740,2004,0356470,A Cinderella Story,3
1748,2004,0363163,Der Untergang (Downfall),3
1763,2004,0401233,Appleseed,3
1798,2004,0388311,Or,3
1871,2004,0308644,Finding Neverland,3
1890,2004,0386820,Terkel i knibe,1
2032,2004,0376541,Closer,3
2035,2004,0362227,The Terminal,1
2041,2004,0382189,My Summer of Love,3
2047,2004,0339291,Lemony Snicket's A Series of Unfortunate Events,3
2080,2004,0314063,Immortal (Ad Vitam),3
2240,2004,0370263,AVP: Alien vs. Predator,3
2249,2004,0375063,Sideways,3
2266,2004,0333766,Garden State,3
2323,2004,0374900,Napoleon Dynamite,1
2333,2004,0304141,Harry Potter and the Prisoner of  Azkaban,3
2386,2004,0372588,Team America: World Police,2
2441,2004,0379306,A Good Woman,3
2448,2004,0293508,The Phantom of the Opera,2
2452,2004,0407851,Hana and Alice,3
2501,2004,0359423,A Home at the End of The World,3
2503,2004,0362004,Palindromes,1
2514,2004,0407246,Duck Season,1
2544,2004,0369339,Collateral,1
2608,2004,0384504,Saving Face,3
2612,2004,0383694,Vera Drake,3
2768,2004,0420251,Three... Extremes,3
2817,2004,0370986,Mysterious Skin,1
2871,2004,0347048,Head-On,3
2921,2004,0337921,Cellular,3
2946,2004,0364343,The Final Cut,2
2995,2004,0396184,With Blood on My Hands: Pusher II,3
3040,2004,0360845,Notre musique,1
3130,2004,0350258,Ray,3
3153,2004,0363547,Dawn of the Dead,3
3198,2004,0363282,New York Minute,3
3234,2004,0212712,2046,3
3261,2004,0338751,The Aviator,1
3311,2004,0390221,Maria Full of Grace,3
3314,2004,0369672,A Love Song for Bobby Long,3
3423,2004,0221637,The Third Society,1
3450,2004,0331632,Scooby Doo 2: Monsters Unleashed,3
3454,2004,0350028,Raising Helen,3
3554,2004,0373074,Kung Fu Hustle,0
3557,2004,0423866,3-Iron,1
3565,2004,0390205,The Spirit of Jeet Kune Do,1
3609,2004,0375679,Crash,3
3642,2004,0391198,The Grudge,3
3656,2004,0337563,13 Going on 30,3
3705,2004,0378661,They Came Back,3
3772,2004,0381348,The Place Promised in Our Early Days,1
3833,2004,0338479,Tales From The Crapper,3
3971,2004,0338348,The Polar Express,1
4011,2004,0375912,Layer Cake,1
4059,2004,0345074,Connie and Carla,3
4083,2004,0339072,Gladiatress,3
4249,2004,0403358,Nochnoy dozor (Night Watch),1
4292,2004,0353489,Ginger Snaps 2: Unleashed,3
4298,2004,0381707,White Chicks,3
4338,2004,0167190,Hellboy,1
4368,2004,0415819,He Was Cool (Geunomeun meoshiteotda),3
4389,2004,0414923,Crimes of Fashion,3
4408,2004,0362270,The Life Aquatic with Steve Zissou,2
4438,2004,0299172,Home on the Range,3
4453,2004,1469259,Bratz the Video: Starrin' &amp; Stylin&#39;,3
4486,2004,0316732,Taxi,3
4524,2004,0349416,Eulogy,3
4525,2004,0363988,Secret Window,1
6150,2004,0361696,Raise Your Voice,3
4565,2004,0439491,Caribe,3
4571,2004,0361411,Bride and Prejudice,3
4587,2004,0435224,Nemmeno il destino,1
4630,2004,0399412,Nina,3
4726,2004,0367000,House of Voices (Saint Ange),3
4696,2004,0381966,Creep,3
4828,2004,0300270,The Holy Girl,3
4842,2004,0368447,The Village,3
4928,2004,0317198,Bridget Jones: The Edge of Reason,3
4979,2004,0307453,Shark Tale,1
5038,2004,0439623,In Search of Santa,3
5047,2004,0409842,Corpses,3
5117,2004,0381681,Before Sunset,0
5201,2004,0364725,Dodgeball: A True Underdog Story,3
5210,2004,0290002,Meet the Fockers,3
5336,2004,0368891,National Treasure,2
5392,2004,0382761,Jennifer's Shadow,3
5401,2004,0412915,The Librarian: Quest for the Spear,3
5550,2004,0367479,After the Sunset,3
6149,2004,0364045,Taking Lives,2
5573,2004,0377752,Dear Frankie,3
5609,2004,0300051,Jersey Girl,2
5629,2004,0387658,Bionicle 2: Legends of Metru Nui,0
5659,2004,0361862,The Machinist,1
5673,2004,0314498,The Perfect Score,3
5824,2004,0384533,She Hate Me,2
5877,2004,0340012,Being Julia,3
5920,2004,0346491,Alexander,1
5952,2004,0440803,Shutter,1
5968,2004,0388419,Christmas with the Kranks,3
5976,2004,0420332,Veer-Zaara,3
5988,2004,0367110,Swades,3
6008,2004,0364751,Without a Paddle,3
6070,2004,0431340,Puppet Master vs Demonic Toys,3
6077,2004,0318403,The Lion King 1 1/2,1
6257,2004,0304377,Mango Kiss,3
6312,2004,0426955,Barbie as the Princess and the Pauper,3
6700,2004,0337697,The Prince and Me,1
6739,2004,0459175,All the Ships at Sea,3
6748,2004,0411705,9 Songs,0
6842,2004,0348593,The Door in the Floor,1
6907,2004,0476680,Naruto the Movie: Ninja Clash in the Land of Snow,3
6923,2004,0369702,The Sea Inside,3
7119,2004,0419677,Dead Man's Shoes,1
7145,2004,0364961,The Assassination of Richard Nixon,1
7234,2004,0390450,Blessed,3
7206,2004,0403703,Yu-Gi-Oh!: The Movie,0
7342,2004,0374180,Romasanta,2
7471,2004,0368658,Stage Beauty,2
7478,2004,0345950,The SpongeBob SquarePants Movie,3
7602,2004,0368975,Sleepover,3
7612,2004,0328400,A Separate Peace,0
7617,2004,0384369,Before the Fall,1
7639,2004,0372334,House of D,1
7648,2004,0297284,Mindhunters,1
7653,2004,0317042,One Point O,1
7668,2004,0338096,Dirty Dancing: Havana Nights,3
7790,2004,0330793,The Punisher,1
7926,2004,0359013,Blade: Trinity,3
7944,2004,0408777,The Edukators,3
8132,2004,0335345,The Passion of the Christ,3
8545,2004,0370919,Magyar vandor,0
8546,2004,0379071,Stop Mom Theresa!,2
8680,2004,0349260,In my country,3
8610,2004,0415855,Hotel,3
8888,2004,0330588,MXP: Most Extreme Primate,1
8959,2004,0410696,Stuck in the Suburbs,3
9120,2004,0367085,Soul Plane,3
9191,2004,0435286,Pokemon the Movie: Destiny Deoxys,1
9323,2004,0351977,Walking Tall,1
9363,2004,0360779,Marseille,3
9425,2004,0384116,G.O.R.A.,2
9480,2004,0361467,Confessions of Teenage Drama Queen,3
9509,2004,0372832,Skeleton Man,3
9527,2004,0356150,EuroTrip,1
9685,2004,0421051,Daniel the Wizard,1
9960,2004,0459449,M. Kumaran S/O Mahalakshmi,2
10362,2004,0334541,Tremors 4: The Legend Begins,3
10383,2004,0167456,Thunderbirds,3
10602,2004,0439533,Dead Leaves,3
10636,2004,0435434,Swing Girls,3
10736,2004,0356634,Garfield,0
10744,2004,0423849,Balto III: Wings of Change,3
10865,2004,0318462,The Motorcycle Diaries,1
10895,2004,0395169,Hotel Rwanda,2
10959,2004,0365957,You Got Served,3
21,2005,0425357,The Pleasure Drivers,3
23,2005,0448179,Wild Things: Diamonds in the Rough,3
40,2005,0372784,Batman Begins,1
67,2005,0401792,Sin City,3
76,2005,0371724,The Hitchhiker&#39;s Guide to the Galaxy,1
89,2005,0434409,V for Vendetta,3
99,2005,0358082,Robots,1
168,2005,0358273,Walk the Line,3
204,2005,0379786,Serenity,3
218,2005,0398712,Assault on Precinct 13,3
229,2005,0373469,Kiss Kiss Bang Bang,1
250,2005,0418763,Jarhead,0
262,2005,0407265,Transamerica,3
328,2005,0400497,Herbie Fully Loaded,3
330,2005,0424205,Joyeux No&euml;l,0
364,2005,0418773,Junebug,3
378,2005,0331933,Man of the House,3
379,2005,0435625,The Descent,3
414,2005,0427944,Thank You for Smoking,1
415,2005,0424136,Hard Candy,3
420,2005,0433383,"Good Night, and Good Luck.",1
461,2005,0382077,Hide and Seek,3
517,2005,0399201,The Island,3
561,2005,0393109,Brick,1
604,2005,0435623,Conversations with Other Women,0
674,2005,0121766,Star Wars: Episode III - Revenge of the Sith,1
685,2005,0240200,Water,3
706,2005,0360717,King Kong,0
719,2005,0421994,Imagine Me &amp;amp; You,3
735,2005,0451094,Chinjeolhan geumjassi,3
756,2005,0395972,North Country,3
788,2005,0380599,Oliver Twist,1
816,2005,0405422,The 40 Year Old Virgin,3
825,2005,0397101,The Skeleton Key,3
865,2005,0412019,Broken Flowers,3
914,2005,0402894,Casanova,3
1018,2005,0478160,Into Great Silence,0
1044,2005,0426578,Sophie Scholl - Die letzten Tage,3
1059,2005,0386140,The Legend of Zorro,1
1072,2005,0407304,War of the Worlds,3
1074,2005,0385307,Miss Congeniality 2: Armed &amp; Fabulous,3
1470,2005,0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3
1422,2005,0417658,Factotum,1
1425,2005,0432348,Saw II,3
1275,2005,0473753,Angel-A,0
1149,2005,0419706,Doom,1
1150,2005,0320661,Kingdom of Heaven,0
1587,2005,0422778,The Muppets&#39; Wizard of Oz,3
1532,2005,0402399,The New World,3
1496,2005,0424287,The Mostly Unfabulous Social Life of Ethan Green,3
1390,2005,0121164,Corpse Bride,3
1396,2005,0425123,Just Like Heaven,3
1627,2005,0402022,AEon Flux,3
1642,2005,0387131,The Constant Gardener,3
1644,2005,0439817,The Sun,0
1656,2005,0388125,In Her Shoes,3
1729,2005,0367089,The Squid and the Whale,2
1753,2005,0348333,Waiting...,3
1761,2005,0456912,A Bittersweet Life (Dalkomhan insaeng),2
1819,2005,0405325,Sky High,3
1872,2005,0366627,The Jacket,2
1907,2005,0424774,The Adventures of Sharkboy and Lavagirl 3-D,1
1913,2005,0342258,Danny the dog,1
1922,2005,0403508,The Sisterhood of the Traveling Pants,3
1951,2005,0421229,Mrs Palfrey at The Claremont,3
2024,2005,0478988,The Call of Cthulhu,0
2037,2005,0388795,Brokeback Mountain,2
2072,2005,0399295,Lord of War,2
2233,2005,0415978,Me and You and Everyone We Know,3
2254,2005,1016268,Enron: The Smartest Guys in the Room,1
2270,2005,0396269,Wedding Crashers,3
2290,2005,0421239,Red Eye,3
2291,2005,0338427,Shopgirl,2
2292,2005,0421054,Domino,3
2293,2005,0434124,Kinky Boots,3
2334,2005,0330373,Harry Potter and the Goblet of Fire,1
2351,2005,0352248,Cinderella Man,2
2369,2005,0471834,Nana,3
2398,2005,0361693,Happy Endings,3
2412,2005,0294870,Rent,3
2417,2005,0367594,Charlie and the Chocolate Factory,3
2458,2005,0474361,Sisters in Law,3
2509,2005,0408790,Flightplan,3
2511,2005,0369994,Strangers with Candy,3
2518,2005,0369441,Fun with Dick and Jane,3
2522,2005,0382628,Dark Water,3
2541,2005,0120667,Fantastic Four,1
2559,2005,0423409,Tristram Shandy: A Cock and Bull Story,2
2568,2005,0357110,The Ballad of Jack and Rose,3
2575,2005,0393162,Coach Carter,3
2603,2005,0423651,Fingersmith,3
2630,2005,0410764,Tideland,3
2687,2005,0342272,Dear Wendy,1
2739,2005,0443536,Hoodwinked!,3
2933,2005,0420015,Nine Lives,3
3046,2005,0402158,L'empire des loups,3
3053,2005,0385700,Final Fantasy VII: Advent Children,3
3149,2005,0351283,Madagascar,0
3184,2005,0446719,Isolation,1
3237,2005,0397535,Memoirs of a Geisha,3
3246,2005,0410097,Hustle &amp; Flow,3
3266,2005,0366780,MirrorMask,3
3430,2005,0377107,Proof,3
3619,2005,0356910,Mr. &amp; Mrs. Smith,2
3628,2005,0395584,The Devil&#39;s Rejects,3
3631,2005,0435665,House of the Dead 2,3
3660,2005,0377109,The Ring Two,3
3677,2005,0396652,Ice Princess,3
3697,2005,0360486,Constantine,1
3698,2005,0450278,Hostel,1
3727,2005,0443295,"Yours, Mine and Ours",3
3767,2005,0372532,The Wedding Date,3
3843,2005,0441041,Legion of the Dead,3
3991,2005,0379725,Capote,3
3995,2005,0388500,Beauty Shop,3
4039,2005,0450982,Barbie: Fairytopia,3
4077,2005,0416320,Match Point,3
4113,2005,0386588,Hitch,2
4118,2005,0408961,Kids in America,3
4150,2005,0417001,Must Love Dogs,2
4171,2005,0448120,Single White Female 2: The Psycho,3
4178,2005,0417385,Twelve and Holding,3
4218,2005,0383222,BloodRayne,3
4229,2005,0398375,Rumor Has It...,3
4233,2005,0382992,Stealth,1
4234,2005,0473105,Vampire Bats,3
4254,2005,0414387,Pride and Prejudice,3
4339,2005,0415833,Hate Crime,2
4352,2005,0492571,Bratz: Rock Angelz,3
5455,2005,0421238,The Proposition,1
4386,2005,0432291,The Fog,3
4454,2005,0372122,Adam &amp; Steve,3
4518,2005,0408306,Munich,1
4528,2005,0404032,The Exorcism of Emily Rose,3
4593,2005,0374536,Bewitched,3
4629,2005,0419294,The Three Burials of Melquiades Estrada,3
4648,2005,0421528,20 centimetros,3
4676,2005,0257516,Cursed,3
4724,2005,0445620,Paradise Now,1
4688,2005,0384806,The Amityville Horror,3
4711,2005,0362165,Son of the Mask,1
4718,2005,0489134,Last Order: Final Fantasy VII,0
4747,2005,0439478,Boynton Beach Club,3
4761,2005,0422015,Le couperet,3
4769,2005,0375210,White Noise,1
4783,2005,0369053,Separate Lies,1
4798,2005,0444653,Keeping Mum,3
4795,2005,0388482,Transporter 2,1
4834,2005,0419773,Gespenster,3
4961,2005,0418455,Adam's Apples,0
4968,2005,0357507,Boogeyman,2
4992,2005,0449092,Rings,1
5012,2005,0428038,Sweet Land,3
5030,2005,0423382,Tjenare kungen,3
5046,2005,0415679,Boy Eats Girl,2
5051,2005,0349349,Die You Zombie Bastards!,1
5059,2005,0415167,Mortuary,3
5103,2005,0355702,Lords of Dogtown,2
5112,2005,0406375,Zathura: A Space Adventure,0
5166,2005,0480345,Barbie and the Magic of Pegasus,3
5178,2005,0420509,The Aura,1
5252,2005,0457489,Star Wars: Revelations,3
5302,2005,0361089,Valiant,1
5372,2005,0455577,Turtles Are Surprisingly Fast Swimmers,3
5395,2005,0466405,Gekijoban XXXHolic Manatsu no yoru no yume,3
5463,2005,0451957,Urban Legends: Bloody Mary,3
5498,2005,0384573,Swimmers,3
5524,2005,0368222,Romance &amp; Cigarettes,3
5547,2005,0478976,Bad Reputation,3
5697,2005,0401085,C.R.A.Z.Y.,3
5747,2005,0422272,Fr&aacute;giles (Fragile),3
5800,2005,0399146,A History of Violence,3
5886,2005,0451966,The Violin,1
6014,2005,0411195,Breakfast on Pluto,2
6121,2005,0456630,Rinne,3
6170,2005,0432325,Die Hohle des gelben Hundes,3
6212,2005,0406158,"The Prize Winner of Defiance, Ohio",3
6403,2005,0398165,The Longest Yard,1
6414,2005,0451829,Funky Forest: The First Contact,3
6485,2005,0412922,Little Manhattan,3
6503,2005,0395699,The Pacifier,3
6568,2005,0397065,House of Wax,2
6575,2005,0369735,Monster-in-Law,0
6640,2005,0357277,Elektra,3
7075,2005,0441761,Free Zone,3
7184,2005,0443231,Rofuto,3
7193,2005,0371606,Chicken Little,1
7198,2005,0416315,Wolf Creek,3
7248,2005,0468795,Linda Linda Linda,3
7256,2005,0413573,Grey's Anatomy,0
7266,2005,0756522,Little Einsteins,1
7390,2005,0475169,13 Tzameti,1
7396,2005,0438575,West Bank Story,1
7529,2005,0380623,The Perfect Man,3
7539,2005,0430105,Four Brothers,1
7625,2005,0384286,Cry_Wolf,3
8139,2005,0401398,Kronk's New Groove,3
8390,2005,0395251,The Producers,0
8415,2005,0467421,Twitches,1
8453,2005,0382810,Little Fish,3
8476,2005,0373450,Where the Truth Lies,3
8519,2005,0411098,All the Invisible Children,3
8532,2005,0371257,Stay,1
8537,2005,0414951,The Quiet,3
8544,2005,0402115,Just Sex and Nothing Else,2
8550,2005,0401385,Say Uncle,2
8664,2005,0418239,Tickets,0
8908,2005,0368709,Elizabethtown,3
9092,2005,0312004,Wallace &amp; Gromit: The Curse of the Were-Rabbit,1
9139,2005,0428856,La moustache,2
9550,2005,0431641,Azumi 2: Death or Love,3
9745,2005,0377309,Survival Island,2
9959,2005,0449869,Chandramukhi,2
10312,2005,0393685,Santa's Slay,3
10336,2005,0422093,Tyler Perry&#146;s Diary of a mad black woman,3
10422,2005,0356680,The Family Stone,3
10836,2005,0452598,Cheaper by the Dozen 2,2
10891,2005,0385002,Green Street Hooligans,0
10,2006,0387808,Idiocracy,1
144,2006,0458352,The Devil Wears Prada,3
167,2006,0383574,Pirates of the Caribbean: Dead Man's Chest,2
171,2006,0472160,Penelope,3
198,2006,0454921,The Pursuit of Happyness,0
215,2006,0457939,The Holiday,3
221,2006,0381061,Casino Royale,1
224,2006,0284363,I Served the King of England,1
284,2006,0443455,Brand Upon The Brain!,3
289,2006,0479884,Crank,0
290,2006,0422720,Marie Antoinette,3
317,2006,0376994,X-Men: The Last Stand,3
332,2006,0206634,Children of Men,3
366,2006,0441909,Volver,3
370,2006,0416496,Bandidas,3
372,2006,0477095,Starter for 10,2
416,2006,0477347,Night at the Museum,3
421,2006,0457430,El laberinto del fauno (Pan's Labyrinth),3
521,2006,0404203,Little Children,3
530,2006,0907657,Once,2
559,2006,0420223,Stranger Than Fiction,3
603,2006,0492481,Puccini for Beginners,3
615,2006,0437800,Akeelah and the Bee,3
627,2006,0454945,She's the Man,3
648,2006,0449059,Little Miss Sunshine,3
650,2006,0460732,Caffeine,3
653,2006,0499537,Offside,3
725,2006,0460989,The Wind That Shakes the Barley,1
736,2006,0454776,Amazing Grace,1
762,2006,0490822,Bring It On: All or Nothing,3
791,2006,0405094,Das Leben Der Anderen,0
793,2006,0384537,Silent Hill,3
830,2006,0389557,Zwartboek,3
893,2006,0443543,The Illusionist,0
920,2006,0483726,Man of the Year,1
921,2006,0460829,Inland Empire,3
923,2006,0779982,Black Sheep,1
934,2006,0859765,Still Life (Sanxia haoren),2
938,2006,0408985,Last Holiday,3
976,2006,0435706,Nina's Heavenly Delights,3
1022,2006,0479917,For the Love of a Child,3
1189,2006,0783238,The Dead Girl,3
1347,2006,0380066,The Woods,3
1558,2006,0463034,"You, Me and Dupree",1
1481,2006,0435680,Kidulthood,3
1302,2006,0493430,Jackass Number Two,1
1415,2006,0407887,The Departed,1
1605,2006,0832958,On the Trail of Igor Rizzi,0
1505,2006,0934427,Liu hao chukou (Exit No. 6),3
1271,2006,0416449,300,0
1102,2006,0436331,Friends with Money,3
1138,2006,0425210,Lucky Number Slevin,1
1147,2006,0449010,Eragon,1
1152,2006,0364955,Art School Confidential,3
1523,2006,0375785,Gray Matters,3
1442,2006,0367027,Shortbus,3
1596,2006,0447854,Bambi II,1
1449,2006,0460792,Fast Food Nation,3
1581,2006,0438097,Ice Age: The Meltdown,1
1542,2006,0446442,A Few Days in September,3
1489,2006,0460721,The Big Bad Swim,3
1412,2006,0436697,The Queen,3
1615,2006,0470765,For Your Consideration,3
1665,2006,0430634,Stick It,3
1702,2006,0439815,Slither,3
1719,2006,0473514,Mulberry Street,1
1811,2006,0475394,Smokin' Aces,3
1853,2006,0383060,Zoom,3
1864,2006,0851578,Paprika,3
1873,2006,0454082,Black Christmas,3
1878,2006,0808506,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),3
1888,2006,0396171,Perfume: The Story of a Murderer,3
1894,2006,0417148,Snakes on a Plane,3
1898,2006,0482546,Miss Potter,3
1910,2006,0439289,Running with Scissors,3
1927,2006,0405336,Southland Tales,3
1937,2006,0414993,The Fountain,3
1946,2006,0317219,Cars,1
2002,2006,0831888,Tekkon kinkurito,0
2026,2006,0457510,Nacho Libre,0
2036,2006,0482571,The Prestige,1
2057,2006,0855729,Times and Winds,3
2089,2006,0454848,Inside Man,3
2117,2006,0466665,The Architect,3
2199,2006,0768116,Hula Girls,3
2260,2006,0464061,I'm Reed Fish,2
2277,2006,0487195,Bonneville,3
2297,2006,0417614,Dreamland,3
2339,2006,0473488,A Guide to Recognizing Your Saints,1
2340,2006,0343737,The Good Shepherd,0
2359,2006,0468489,Half Nelson,3
2360,2006,0405296,A Scanner Darkly,1
2405,2006,0487503,The Page Turner,3
2498,2006,0465551,Notes on a Scandal,3
2525,2006,0420087,A Prairie Home Companion,3
2527,2006,0460791,The Fall,3
2532,2006,0370032,Ultraviolet,1
2538,2006,0406816,The Guardian,1
2566,2006,0462309,The Gigolos,1
2570,2006,0888019,Five Across the Eyes,3
2572,2006,0479647,"Bon Cop, Bad Cop",1
2579,2006,0758794,We Are Marshall,1
2580,2006,0498380,Letters from Iwo Jima,1
2598,2006,0451176,Quinceanera,3
2610,2006,0457655,After the Wedding,2
2615,2006,0454931,Requiem,3
2616,2006,0477139,Wristcutters: A Love Story,1
2713,2006,0816520,Return To Halloweentown,3
2800,2006,0429727,Il caimano (The Caiman),3
2802,2006,0497137,"I'm a Cyborg, But That&#39;s OK",3
2898,2006,0354899,The Science of Sleep,3
2900,2006,0489010,A Crime,1
2932,2006,0473074,The Gymnast,3
2941,2006,0424345,Clerks II,3
2980,2006,0772154,Apart From That,3
3005,2006,0464049,The History Boys,1
3014,2006,0804513,Rainbow Song,3
3018,2006,0461612,Warau Mikaeru,3
3051,2006,0473444,Curse of the Golden Flower,2
3054,2006,0401711,Paris je t'aime,3
3080,2006,0478724,I Do,3
3127,2006,0876294,The Zombie Diaries,3
3168,2006,0493459,This Film Is Not Yet Rated,3
3193,2006,0818940,Love &amp; Suicide,3
3199,2006,0433412,Material Girls,3
3326,2006,0417225,Idlewild,3
3335,2006,0429591,Aquamarine,3
3460,2006,0446046,Take the Lead,3
3465,2006,0769508,In Paris,1
3571,2006,0455967,John Tucker Must Die,3
3643,2006,0433386,The Grudge 2,3
3661,2006,0385880,Monster House,3
3760,2006,0471030,Red Road,3
3769,2006,0405508,Rang De Basanti,3
3784,2006,0429589,The Ant Bully,2
3785,2006,0765458,Hogfather,3
3786,2006,0400717,Open Season,1
3812,2006,0424095,Flushed Away,0
3830,2006,1273816,The University of Illinois vs. a Mummy,3
3834,2006,0450506,Suburban Mayhem,3
3849,2006,0468492,The Host,3
3957,2006,0855805,Farval Falkenberg,0
3959,2006,0824316,Dor,3
4130,2006,0387877,Black Dahlia,1
3988,2006,0444112,Avenue Montaigne,3
4202,2006,0398913,DOA: Dead or Alive,3
4227,2006,0452637,Lady in the Water,2
4236,2006,0465925,Brother Bear 2,3
4288,2006,0348150,Superman Returns,1
4293,2006,0457572,Fido,2
4312,2006,0448124,Snow cake,3
4401,2006,0460740,Cashback,3
4398,2006,0323120,Loving Annabelle,3
4424,2006,0412798,Half Light,3
4500,2006,0491738,Psych,3
4595,2006,0414982,Final Destination 3,3
4625,2006,0446755,The Painted Veil,3
4626,2006,0450259,Blood Diamond,1
4665,2006,0455857,When a Stranger Calls,3
4690,2006,0444628,Fay Grim,3
4694,2006,0790781,Wendy Wu: Homecoming Warrior,3
4729,2006,0344854,Arthur and the Invisibles,0
4802,2006,0778631,Brave Story,1
4819,2006,0490166,London To Brighton,3
4830,2006,0863091,Mukhsin,3
4848,2006,0876154,To Have and to Hold,3
4856,2006,0410297,The Lake House,3
4892,2006,0452594,The Break Up,1
4899,2006,0423169,Sherrybaby,3
4918,2006,0409182,Poseidon,2
4939,2006,0445935,Bordertown,3
5016,2006,0457275,Altered,0
5049,2006,0770739,Dead &amp; Deader,1
5088,2006,0470705,Bug,3
5158,2006,0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1
5191,2006,0382625,The Da Vinci Code,1
5213,2006,0827517,Reprise,1
5233,2006,0424880,Candy,3
5248,2006,0807840,Elephants Dream,0
5249,2006,0475293,High School Musical,3
5262,2006,0462485,Poultrygeist: Night of the Chicken Dead,1
5287,2006,0809407,A fost sau n-a fost?,1
5288,2006,0476013,"Hello Sister, Goodbye Life",3
5306,2006,0472043,Apocalypto,3
5358,2006,0389860,Click,3
5424,2006,0455596,The Librarian: Return to King Solomon&#39;s Mines,1
5511,2006,0427969,Hollywoodland,2
5519,2006,0489007,Cow Belles,3
5549,2006,0859594,Barbie in the 12 Dancing Princesses,3
5552,2006,0383216,The Pink Panther,1
5585,2006,0441774,Lonely Hearts,3
5606,2006,0317919,Mission: Impossible III,1
5675,2006,0452624,The Good German,1
5704,2006,0483022,Kamome Diner,3
5815,2006,0443489,Dreamgirls,3
5834,2006,0499455,Day Night Day Night,3
5840,2006,0456554,Grandma's Boy,3
5868,2006,0795338,The Barbie Diaries,3
5925,2006,0449467,Babel,3
6038,2006,0464029,Grbavica,3
6137,2006,0494199,5ive Girls,3
6151,2006,0480025,This is England,3
6168,2006,0494271,The Unknown Woman,3
6194,2006,0384793,Accepted,1
6352,2006,0475944,The Covenant,3
6401,2006,0486551,Beerfest,3
6445,2006,0877368,Tales from the Grudge,3
6450,2006,0489270,Saw III,3
6456,2006,0486731,U,3
6526,2006,0443431,Another Gay Movie,3
6574,2006,0455612,Madea's Family Reunion,0
6762,2006,0405676,All The King's Men,1
6869,2006,0476298,Madeinusa,3
6903,2006,1105263,Bleach: Memories of Nobody,3
7038,2006,0643110,&quot;Masters of Horror&quot; Pick Me Up,2
7039,2006,0643106,&quot;Masters of Horror&quot; Haeckel's Tale,0
7044,2006,0757061,&quot;Masters of Horror&quot; Imprint,0
7070,2006,0782399,&quot;Masters of Horror&quot; Family,2
7085,2006,0817401,&quot;Masters of Horror&quot; The V Word,0
7088,2006,0454841,The Hills Have Eyes,3
7090,2006,0779496,&quot;Masters of Horror&quot; Pelts,1
7096,2006,0833098,&quot;Masters of Horror&quot; The Screwfly Solution,3
7103,2006,0817400,&quot;Masters of Horror&quot; Sounds Like,0
7114,2006,0785532,&quot;Masters of Horror&quot; Pro-Life,3
7117,2006,0805420,&quot;Masters of Horror&quot; Valerie on the Stairs,3
7264,2006,0493093,Hannah Montana,1
7315,2006,0461826,Peliculas para no dormir: Adivina quien soy,3
7293,2006,0430164,Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,3
7299,2006,0477311,Peliculas para no dormir: Para entrar a vivir,3
7303,2006,0449144,Peliculas para no dormir: La culpa,3
7309,2006,0460897,Peliculas para no dormir: Regreso a Moira,1
7366,2006,0414853,Barnyard,3
